2026-05-21 08:28:47 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-21 08:28:47 | INFO     | app.main:lifespan:21 | Database connection check passed
2026-05-21 08:30:25 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-21 08:30:25 | INFO     | app.main:lifespan:21 | Database connection check passed
2026-05-21 08:30:55 | INFO     | app.services.embeddings:__init__:33 | Embedding provider: Google Gemini (text-embedding-004 via REST v1)
2026-05-21 08:30:57 | INFO     | app.services.chromadb_client:_build_client:124 | ChromaDB: using PersistentClient at /app/chroma_db
2026-05-21 08:30:59 | ERROR    | app.services.chat:ask_question:279 | Gemini generation failed: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.
2026-05-21 08:36:35 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-21 08:36:35 | INFO     | app.main:lifespan:21 | Database connection check passed
2026-05-21 08:37:36 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-21 08:37:36 | INFO     | app.main:lifespan:21 | Database connection check passed
2026-05-21 08:38:10 | INFO     | app.services.embeddings:__init__:33 | Embedding provider: Google Gemini (text-embedding-004 via REST v1)
2026-05-21 08:38:14 | ERROR    | app.services.embeddings:_embed_with_gemini:99 | Gemini embedding error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-embedding-001:embedContent?key=AIzaSyBLMn26oPy2xJlTveAVfaRyWP_1niaHZ3g (Caused by NameResolutionError("HTTPSConnection(host='generativelanguage.googleapis.com', port=443): Failed to resolve 'generativelanguage.googleapis.com' ([Errno -5] No address associated with hostname)"))
2026-05-21 08:38:14 | ERROR    | app.services.chat:ask_question:211 | Embedding failed: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-embedding-001:embedContent?key=AIzaSyBLMn26oPy2xJlTveAVfaRyWP_1niaHZ3g (Caused by NameResolutionError("HTTPSConnection(host='generativelanguage.googleapis.com', port=443): Failed to resolve 'generativelanguage.googleapis.com' ([Errno -5] No address associated with hostname)"))
2026-05-21 08:40:16 | INFO     | app.services.embeddings:__init__:33 | Embedding provider: Google Gemini (text-embedding-004 via REST v1)
2026-05-21 08:40:18 | INFO     | app.services.chromadb_client:_build_client:124 | ChromaDB: using PersistentClient at /app/chroma_db
2026-05-21 08:42:38 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-21 08:42:38 | INFO     | app.main:lifespan:21 | Database connection check passed
2026-05-21 08:43:01 | INFO     | app.services.embeddings:__init__:33 | Embedding provider: Google Gemini (text-embedding-004 via REST v1)
2026-05-21 08:43:03 | INFO     | app.services.chromadb_client:_build_client:124 | ChromaDB: using PersistentClient at /app/chroma_db
2026-05-21 08:43:11 | INFO     | app.services.embeddings:__init__:33 | Embedding provider: Google Gemini (text-embedding-004 via REST v1)
2026-05-21 08:43:12 | INFO     | app.services.chromadb_client:_build_client:124 | ChromaDB: using PersistentClient at /app/chroma_db
2026-05-21 08:43:23 | ERROR    | app.services.chat:ask_question:302 | Gemini generation failed: 503 Server Error: Service Unavailable for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?key=AIzaSyBLMn26oPy2xJlTveAVfaRyWP_1niaHZ3g
2026-05-21 08:44:15 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-21 08:44:15 | INFO     | app.main:lifespan:21 | Database connection check passed
2026-05-21 08:44:57 | INFO     | app.services.embeddings:__init__:33 | Embedding provider: Google Gemini (text-embedding-004 via REST v1)
2026-05-21 08:44:59 | INFO     | app.services.chromadb_client:_build_client:124 | ChromaDB: using PersistentClient at /app/chroma_db
2026-05-21 08:45:50 | INFO     | app.services.document:_save_file:156 | File saved: /app/uploads/00000000-0000-0000-0000-000000000001/00000000-0000-0000-0000-000000000001_CHAPTER 3 (1)_merged.pdf
2026-05-21 08:45:52 | INFO     | app.repositories.document:create_document:48 | Document created: CHAPTER 3 (1)_merged.pdf (ID: 85661fad-69de-46f7-83ab-0ccf325309a7)
2026-05-21 08:45:52 | INFO     | app.services.document:upload_document:76 | Document uploaded: CHAPTER 3 (1)_merged.pdf (ID: 85661fad-69de-46f7-83ab-0ccf325309a7, text_len=97169)
2026-05-21 08:45:52 | INFO     | app.api.v1.documents:upload_document:61 | Document uploaded: CHAPTER 3 (1)_merged.pdf — pipeline queued
2026-05-21 08:45:52 | INFO     | app.repositories.document:update_document_status:109 | Document updated: 85661fad-69de-46f7-83ab-0ccf325309a7, status: processing
